ativo;data;hora;timestamp;timezone;sessao;fractal_minutos;status_candle;qtd_candles_origem;abertura;maximo;minimo;ultimo;volume;volume_quantidade;delta;saldo;agressao_compra;agressao_saldo;agressao_venda;vwap
WINFUT;21/01/2026;11:46:00;2026-01-21 11:46:00;America/Sao_Paulo;2026-01-21;90;COMPLETO;90;178616.85;178866.87;178080.34;178648.1;118254237693.10002;3313892.0;0.0;0.0;0.0;0.0;0.0;178424.13479579674
WINFUT;21/01/2026;13:16:00;2026-01-21 13:16:00;America/Sao_Paulo;2026-01-21;90;COMPLETO;90;178648.1;178991.88;178429.33;178668.94;82928080846.8;2319650.0;0.0;0.0;0.0;0.0;0.0;178752.96626218176
WINFUT;21/01/2026;14:46:00;2026-01-21 14:46:00;America/Sao_Paulo;2026-01-21;90;COMPLETO;90;178668.94;179736.75;178653.31;179465.89;96696791644.8;2697814.0;0.0;0.0;0.0;0.0;0.0;179213.93932997683
WINFUT;21/01/2026;16:16:00;2026-01-21 16:16:00;America/Sao_Paulo;2026-01-21;90;COMPLETO;90;179460.68;180804.57;179439.85;180757.69;104552277394.90001;2901371.0;0.0;0.0;0.0;0.0;0.0;180185.36365609703
WINFUT;21/01/2026;17:46:00;2026-01-21 17:46:00;America/Sao_Paulo;2026-01-21;90;PARCIAL;39;180757.69;181226.48;180653.51;180856.65;23921506177.149994;661216.0;0.0;0.0;0.0;0.0;0.0;180896.5119022832
WINFUT;22/01/2026;09:00:00;2026-01-22 09:00:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;181038.96;182143.24;180591.0;181898.43;187979846076.60004;5177006.0;0.0;0.0;0.0;0.0;0.0;181559.33915258668
WINFUT;22/01/2026;10:30:00;2026-01-22 10:30:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;181903.63;184205.95;181533.81;183862.16;194032485325.9;5302545.0;0.0;0.0;0.0;0.0;0.0;182976.2036822891
WINFUT;22/01/2026;12:00:00;2026-01-22 12:00:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;183862.16;187216.67;183632.97;185919.66;155391623145.59998;4190498.0;0.0;0.0;0.0;0.0;0.0;185414.93805048673
WINFUT;22/01/2026;13:31:00;2026-01-22 13:31:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;185919.66;186185.31;184758.09;185424.82;109309205145.6;2945309.0;0.0;0.0;0.0;0.0;0.0;185558.37761406144
WINFUT;22/01/2026;15:01:00;2026-01-22 15:01:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;185424.82;186164.48;184403.89;185065.41;80857920690.5;2182629.0;0.0;0.0;0.0;0.0;0.0;185230.68428632268
WINFUT;22/01/2026;16:31:00;2026-01-22 16:31:00;America/Sao_Paulo;2026-01-22;90;COMPLETO;90;185070.62;185310.23;184200.74;184726.83;66855546836.80001;1809948.0;0.0;0.0;0.0;0.0;0.0;184678.20249773984
WINFUT;22/01/2026;18:01:00;2026-01-22 18:01:00;America/Sao_Paulo;2026-01-22;90;PARCIAL;24;184721.63;184997.69;184445.56;184768.51;7766474439.5;210168.0;0.0;0.0;0.0;0.0;0.0;184768.091031638
WINFUT;23/01/2026;09:00:00;2026-01-23 09:00:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;185966.54;186466.59;184966.44;185617.55;167687991094.7;4519122.0;0.0;0.0;0.0;0.0;0.0;185529.25789189243
WINFUT;23/01/2026;10:30:00;2026-01-23 10:30:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;185617.55;185690.47;184580.99;185138.33;151271403636.7;4085373.0;0.0;0.0;0.0;0.0;0.0;185127.91882622347
WINFUT;23/01/2026;12:00:00;2026-01-23 12:00:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;185133.12;186862.46;185028.95;186294.7;135692938419.5;3646615.0;0.0;0.0;0.0;0.0;0.0;186067.49398331493
WINFUT;23/01/2026;13:30:00;2026-01-23 13:30:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;186294.7;186477.01;185758.19;185867.57;83328850482.90001;2238514.0;0.0;0.0;0.0;0.0;0.0;186123.74924683
WINFUT;23/01/2026;15:00:00;2026-01-23 15:00:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;185867.57;187201.04;185617.55;187023.94;87369377844.6;2343777.0;0.0;0.0;0.0;0.0;0.0;186390.70188910174
WINFUT;23/01/2026;16:30:00;2026-01-23 16:30:00;America/Sao_Paulo;2026-01-23;90;COMPLETO;90;187018.73;189862.77;187003.1;188055.29;114212453290.4;3033708.0;0.0;0.0;0.0;0.0;0.0;188257.45504279062
WINFUT;23/01/2026;18:00:00;2026-01-23 18:00:00;America/Sao_Paulo;2026-01-23;90;PARCIAL;25;188055.29;188315.74;187622.96;188164.68;11754703187.15;312558.0;0.0;0.0;0.0;0.0;0.0;188042.7294191069
WINFUT;26/01/2026;09:00:00;2026-01-26 09:00:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;188664.73;191045.18;187586.5;187888.61;209655140179.1;5550076.0;0.0;0.0;0.0;0.0;0.0;188880.65309742477
WINFUT;26/01/2026;10:30:00;2026-01-26 10:30:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;187878.19;189175.2;186617.65;187956.32;182649794865.7;4873442.0;0.0;0.0;0.0;0.0;0.0;187454.35991910473
WINFUT;26/01/2026;12:03:00;2026-01-26 12:03:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;187956.32;187961.53;186924.97;187091.65;88215587109.49998;2353583.0;0.0;0.0;0.0;0.0;0.0;187406.44582346122
WINFUT;26/01/2026;13:33:00;2026-01-26 13:33:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;187091.65;188326.15;186862.46;187310.43;83654351392.9;2230123.0;0.0;0.0;0.0;0.0;0.0;187551.22829682217
WINFUT;26/01/2026;15:03:00;2026-01-26 15:03:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;187310.43;187763.6;186747.87;187086.45;79442485565.29999;2121395.0;0.0;0.0;0.0;0.0;0.0;187234.85757479945
WINFUT;26/01/2026;16:33:00;2026-01-26 16:33:00;America/Sao_Paulo;2026-01-26;90;COMPLETO;90;187086.45;188060.5;187034.36;187716.72;61074869457.1;1628179.0;0.0;0.0;0.0;0.0;0.0;187556.0965539947
WINFUT;26/01/2026;18:03:00;2026-01-26 18:03:00;America/Sao_Paulo;2026-01-26;90;PARCIAL;22;187716.72;187841.73;187253.13;187258.34;9660209074.300001;257634.0;0.0;0.0;0.0;0.0;0.0;187470.63870358674
WINFUT;27/01/2026;09:00:00;2026-01-27 09:00:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;188935.59;190529.5;188841.83;189925.27;194940800234.7;5136230.0;0.0;0.0;0.0;0.0;0.0;189767.41312583888
WINFUT;27/01/2026;10:30:00;2026-01-27 10:30:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;189925.27;191956.72;189852.35;191612.94;183674145783.69998;4805017.0;0.0;0.0;0.0;0.0;0.0;191138.33594660388
WINFUT;27/01/2026;12:00:00;2026-01-27 12:00:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;191618.15;192201.54;191430.63;191982.77;114683864654.2;2990309.0;0.0;0.0;0.0;0.0;0.0;191758.43951405515
WINFUT;27/01/2026;13:30:00;2026-01-27 13:30:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;191987.98;192503.65;191164.98;191185.81;95886298299.70001;2497227.0;0.0;0.0;0.0;0.0;0.0;191979.7928681179
WINFUT;27/01/2026;15:00:00;2026-01-27 15:00:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;191180.61;191498.35;190685.76;191149.35;78617357307.7;2056360.0;0.0;0.0;0.0;0.0;0.0;191156.78292418513
WINFUT;27/01/2026;16:30:00;2026-01-27 16:30:00;America/Sao_Paulo;2026-01-27;90;COMPLETO;90;191149.35;191915.05;190894.12;191164.98;71150376697.59999;1859631.0;0.0;0.0;0.0;0.0;0.0;191301.09862860874
WINFUT;27/01/2026;18:00:00;2026-01-27 18:00:00;America/Sao_Paulo;2026-01-27;90;PARCIAL;25;191164.98;191237.9;190368.02;190743.06;13133311203.3;344205.0;0.0;0.0;0.0;0.0;0.0;190773.58614233293
WINFUT;28/01/2026;09:00:00;2026-01-28 09:00:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;192086.95;193175.6;191138.93;193154.76;179413035589.40002;4674566.0;0.0;0.0;0.0;0.0;0.0;191911.7254621267
WINFUT;28/01/2026;10:30:00;2026-01-28 10:30:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;193159.97;194248.62;192654.71;193712.11;184298619537.0;4766172.0;0.0;0.0;0.0;0.0;0.0;193344.68008890213
WINFUT;28/01/2026;12:00:00;2026-01-28 12:00:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;193712.11;193972.55;192258.84;193024.54;125891007905.5;3262890.0;0.0;0.0;0.0;0.0;0.0;192898.3043436939
WINFUT;28/01/2026;13:30:00;2026-01-28 13:30:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;193029.75;193118.3;192222.38;192540.12;90908917330.1;2359356.0;0.0;0.0;0.0;0.0;0.0;192651.45457646376
WINFUT;28/01/2026;15:00:00;2026-01-28 15:00:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;192534.91;192675.55;191373.33;192066.11;88504847617.2;2302322.0;0.0;0.0;0.0;0.0;0.0;192203.92299910667
WINFUT;28/01/2026;16:30:00;2026-01-28 16:30:00;America/Sao_Paulo;2026-01-28;90;COMPLETO;90;192071.32;193982.97;191784.83;193816.29;94907397589.2;2460674.0;0.0;0.0;0.0;0.0;0.0;192874.4153317174
WINFUT;28/01/2026;18:00:00;2026-01-28 18:00:00;America/Sao_Paulo;2026-01-28;90;PARCIAL;25;193821.5;194081.94;193581.89;194081.94;11456828434.7;295464.0;0.0;0.0;0.0;0.0;0.0;193887.6400735731
WINFUT;29/01/2026;09:00:00;2026-01-29 09:00:00;America/Sao_Paulo;2026-01-29;90;COMPLETO;90;195540.42;196665.53;194514.27;194972.65;186555806348.5;4774773.0;0.0;0.0;0.0;0.0;0.0;195339.93983603816
WINFUT;29/01/2026;10:30:00;2026-01-29 10:30:00;America/Sao_Paulo;2026-01-29;90;COMPLETO;90;194972.65;195686.27;193066.21;193159.97;187157599989.2;4804281.0;0.0;0.0;0.0;0.0;0.0;194757.12747454358
